1517,3500,1834,3504,1832,3587,1517,3583
1669,2907,1884,2904,1884,2993,1672,2997
240,1676,1221,1664,1221,1752,242,1764
1721,2439,1886,2441,1883,2531,1721,2528
292,2913,865,2920,863,3007,292,3000
1669,3346,1833,3344,1833,3431,1671,3434
241,2345,1170,2336,1170,2425,242,2434
1669,2634,1884,2632,1884,2720,1671,2722
190,3280,660,3282,659,3366,190,3364
190,1570,558,1572,557,1661,190,1659
190,1956,558,1953,558,2047,191,2050
1415,1684,1527,1684,1527,1767,1415,1767
292,3354,1119,3358,1118,3439,292,3434
292,1773,609,1773,609,1856,292,1856
1721,1284,1884,1284,1884,1376,1721,1376
1411,2458,1527,2451,1527,2527,1419,2533
190,732,1477,743,1475,888,190,877
1669,2159,1884,2157,1884,2241,1671,2243
292,1483,609,1482,609,1567,293,1568
190,855,508,861,505,945,190,938
1670,2349,1886,2353,1883,2438,1670,2435
1413,3194,1833,3184,1833,3271,1417,3281
241,2438,1170,2438,1170,2529,241,2528
190,2244,609,2247,608,2337,190,2334
292,2158,609,2159,608,2242,292,2240
241,1382,1578,1382,1578,1469,241,1470
241,2826,405,2826,405,2901,241,2901
803,2529,1529,2539,1526,2633,803,2623
1364,1875,1476,1875,1476,1954,1364,1954
1721,1090,1884,1090,1884,1179,1721,1179
241,2055,1528,2062,1527,2151,241,2144
292,2636,609,2638,608,2719,292,2717
190,2996,813,2998,812,3090,190,3088
190,3491,508,3495,506,3581,190,3577
241,3101,1119,3090,1119,3177,242,3188
1517,3275,1834,3277,1833,3359,1517,3358
292,2731,762,2734,761,2819,292,2816
240,3196,1272,3181,1272,3274,243,3289
699,2823,1272,2811,1272,2902,702,2914
1415,2353,1527,2353,1527,2438,1415,2438
1619,2733,1884,2733,1884,2817,1619,2817
190,987,609,989,608,1084,190,1081
1670,1866,1885,1868,1883,1961,1670,1959
1415,2830,1527,2830,1527,2906,1415,2906
1262,610,1681,612,1680,704,1262,702
292,1193,1068,1183,1068,1269,293,1279
1413,3099,1833,3086,1833,3171,1417,3184
548,369,1743,421,1720,638,548,586
1669,1772,1884,1768,1884,1858,1672,1862
1668,1481,1884,1477,1884,1565,1672,1569
292,1865,662,1872,658,1955,292,1947
1311,2735,1425,2732,1425,2813,1315,2816
1415,1102,1579,1104,1577,1185,1415,1183
343,1087,1272,1091,1272,1187,343,1183
292,1287,609,1286,609,1370,293,1371
